num_seq_,Seq_input,Seq_input_aa,predicted_class,Certainty %,Kmers_by_sequence,Kmers_predicted_to_class,Query_coverage %,Rep_of_class_predict,Sequences_by_cltr,family_2021,family_2023,family_divercity,Genus,Protein_type,Protein_class,Host,Chain
6929,OP390220.1_130_128167_131661,1164,377,1.0,44,44.0,100.0,BCT22673.1,180,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,DNA-dependent RNA polymerase subunit rpo132,Replication-Transcription,Homo sapiens,dsDNA
6930,OP390220.1_135_133238_135328,696,337,1.0,20,20.0,100.0,SNB54148.1,207,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,cowpox A-type inclusion protein,Other-Functions,Homo sapiens,dsDNA
6931,OP390220.1_136_135374_136903,509,354,1.0,11,11.0,100.0,SNB57926.1,194,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,cowpox A-type inclusion protein,Other-Functions,Homo sapiens,dsDNA
6932,OP390220.1_139_137728_138645,305,885,0.91,1,1.0,100.0,YP_009362026.1,40,Peribunyaviridae,Peribunyaviridae,Peribunyaviridae,Herbevirus,RNA-dependent RNA polymerase,Replication-Transcription,Culex simpliciforceps,ssRNA(-)
6933,OP390220.1_145_141438_142700,420,3,0.96,6,3.0,50.0,7LX5_B,7401,Coronaviridae,Coronaviridae,Coronaviridae-Reoviridae,Betacoronavirus,surface glycoprotein,Structural-Envelope,Homo sapiens,ssRNA(+)
6934,OP390220.1_154_147591_148631,346,486,0.94,3,2.0,66.67,YP_654692.1,133,Iridoviridae,Iridoviridae,Iridoviridae-Ascoviridae,Ranavirus,DNA polymerase,Replication-Transcription,Ambystoma tigrinum,dsDNA
6935,OP390220.1_159_151911_153590,559,402,1.0,13,13.0,100.0,GBG35356.1,167,Poxviridae,Poxviridae,Poxviridae-Baculoviridae-Nimaviridae-Caulimoviridae,Orthopoxvirus,DNA ligase,Other-Functions,Homo sapiens,dsDNA
6936,OP390220.1_160_153631_154635,334,112,0.99,2,1.0,50.0,QEO75949.1,972,Peribunyaviridae,Peribunyaviridae,Peribunyaviridae,Orthobunyavirus,polyprotein,Polyprotein,Homo sapiens,ssRNA(-)
6937,OP390220.1_165_158136_159320,394,1,0.9,5,2.0,40.0,YP_009072438.1,12115,Coronaviridae,Coronaviridae,Coronaviridae-Herpesviridae-Orthomyxoviridae-Filoviridae-Flaviviridae-Astroviridae-Caliciviridae-Paramyxoviridae-Reoviridae-Retroviridae,Betacoronavirus,ORF1ab polyprotein,Other-Functions,Homo sapiens,ssRNA(+)
6938,OP390220.1_167_160809_162326,505,460,1.0,11,11.0,100.0,SMZ64733.1,141,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,hypothetical protein,DNA-Binding,Homo sapiens,dsDNA
6939,OP390220.1_168_162552_164237,561,555,1.0,14,14.0,100.0,YP_009143489.1,113,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,ankyrin-like protein,Other-Functions,Homo sapiens,dsDNA
6940,OP390220.1_169_164341_165294,317,926,1.0,1,1.0,100.0,ALD83625.1,36,Nairoviridae,Nairoviridae,Nairoviridae,Orthonairovirus,glycoprotein precursor,Glycoprotein,Ixodes uriae,ssRNA(-)
6941,OP390220.1_176_170207_171241,344,295,1.0,3,3.0,100.0,AIE40966.1,256,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,CPXV217 protein-IL-1 convertase,Other-Functions,Homo sapiens,dsDNA
6942,OP390220.1_181_173782_174852,356,978,0.9,3,2.0,66.67,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
6943,OP390220.1_182_174921_177284,787,429,1.0,25,25.0,100.0,YP_009408570.1,151,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,CPXV011 protein,Other-Functions,Homo sapiens,dsDNA
6944,OP390220.1_185_178432_179505,357,295,1.0,3,3.0,100.0,AIE40966.1,256,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,CPXV217 protein-IL-1 convertase,Other-Functions,Homo sapiens,dsDNA
6945,OP390220.1_187_180522_186164,1880,501,1.0,79,79.0,100.0,QGM48758.1,128,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,hypothetical protein,Other-Functions,Homo sapiens,dsDNA
6946,OP390220.1_192_190220_191533,437,635,1.0,7,7.0,100.0,YP_005296211.1,85,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,CPXV017 protein,Other-Functions,Homo sapiens,dsDNA
6947,OP390220.1_193_191778_193535,585,371,0.99,15,15.0,100.0,ADZ29764.1,184,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,ankyrin-like protein,Other-Functions,Homo sapiens,dsDNA
6948,OP390220.1_194_193625_194674,349,112,1.0,3,3.0,100.0,QEO75949.1,972,Peribunyaviridae,Peribunyaviridae,Peribunyaviridae,Orthobunyavirus,polyprotein,Polyprotein,Homo sapiens,ssRNA(-)
6949,MW884564.1_6_2719_4200,494,55,1.0,10,10.0,100.0,AAZ39526.1,2496,Papillomaviridae,Papillomaviridae,Papillomaviridae,Alphapapillomavirus,L1,Other-Functions,Homo sapiens,dsDNA
6950,ON598436.1_1_1_2556,851,2,1.0,28,28.0,100.0,AKZ15547.1,70061,Retroviridae,Retroviridae,Retroviridae-Coronaviridae,Lentivirus,envelope glycoprotein,Structural-Envelope,Homo sapiens,ssRNA-RT
6951,ON598557.1_2_73_2595,840,2,1.0,27,27.0,100.0,AKZ15547.1,70061,Retroviridae,Retroviridae,Retroviridae-Coronaviridae,Lentivirus,envelope glycoprotein,Structural-Envelope,Homo sapiens,ssRNA-RT
6952,OP382481.1_2_1699_2748,349,112,1.0,3,3.0,100.0,QEO75949.1,972,Peribunyaviridae,Peribunyaviridae,Peribunyaviridae,Orthobunyavirus,polyprotein,Polyprotein,Homo sapiens,ssRNA(-)
6953,OP382481.1_3_2838_4595,585,371,0.99,15,15.0,100.0,ADZ29764.1,184,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,ankyrin-like protein,Other-Functions,Homo sapiens,dsDNA
6954,OP382481.1_4_4840_6153,437,635,1.0,7,7.0,100.0,YP_005296211.1,85,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,CPXV017 protein,Other-Functions,Homo sapiens,dsDNA
6955,OP382481.1_11_10915_12897,660,442,1.0,18,18.0,100.0,SNB53750.1,146,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,ankyrin-like protein,Other-Functions,Homo sapiens,dsDNA
6956,OP382481.1_13_13372_15264,630,563,0.99,17,17.0,100.0,AXN75247.1,110,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,CPXV027 protein,Other-Functions,Homo sapiens,dsDNA
6957,OP382481.1_22_21102_22430,442,535,1.0,8,8.0,100.0,YP_010085700.1,119,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,CPXV039 protein,Other-Functions,Homo sapiens,dsDNA
6958,OP382481.1_25_24348_25475,375,978,0.98,4,3.0,75.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
6959,OP382481.1_27_25820_27094,424,650,1.0,7,7.0,100.0,YP_009268722.1,80,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,CPXV044 protein,Other-Functions,Homo sapiens,dsDNA
6960,OP382481.1_32_29743_31191,482,670,1.0,10,10.0,100.0,AKG51195.1,75,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,CPXV050 protein,Other-Functions,Homo sapiens,dsDNA
6961,OP382481.1_33_31202_32161,319,979,1.0,1,1.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
6962,OP382481.1_39_34674_35993,439,513,1.0,7,7.0,100.0,YP_009112869.1,125,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,Ser/Thr kinase,Other-Functions,Homo sapiens,dsDNA
6963,OP382481.1_40_36016_37050,344,112,0.99,3,1.0,33.33,QEO75949.1,972,Peribunyaviridae,Peribunyaviridae,Peribunyaviridae,Orthobunyavirus,polyprotein,Polyprotein,Homo sapiens,ssRNA(-)
6964,OP382481.1_41_37124_39031,635,421,1.0,17,17.0,100.0,QHG62585.1,155,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,EEV maturation protein,Other-Functions,Homo sapiens,dsDNA
6965,OP382481.1_42_39074_40192,372,182,1.0,4,4.0,100.0,QHW16755.1,542,Poxviridae,Poxviridae,Poxviridae,Parapoxvirus,major envelope protein,Structural-Envelope,Capra hircus,dsDNA
6966,OP382481.1_48_42246_43685,479,553,1.0,9,9.0,100.0,3OWG_A,114,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,poly(A) polymerase large subunit,Replication-Transcription,Homo sapiens,dsDNA
6967,OP382481.1_49_43682_45895,737,482,1.0,22,20.0,90.91,QGN68033.1,134,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,hypothetical protein,Other-Functions,Homo sapiens,dsDNA
6968,OP382481.1_53_48198_49901,567,431,1.0,14,14.0,100.0,YP_010085169.1,151,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,hypothetical protein,Other-Functions,Homo sapiens,dsDNA
6969,OP382481.1_56_51415_54435,1006,243,1.0,36,36.0,100.0,NP_957802.1,349,Poxviridae,Poxviridae,Poxviridae,Avipoxvirus,DNA polymerase,Replication-Transcription,Homo sapiens,dsDNA
6970,OP382481.1_59_55125_57122,665,385,1.0,19,19.0,100.0,QHR82581.1,177,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,hypothetical protein,Hypothetical,Homo sapiens,dsDNA
6971,OP382481.1_61_57642_58580,312,676,0.83,1,1.0,100.0,QDZ58984.1,73,Phasmaviridae,Phasmaviridae,Phasmaviridae-Peribunyaviridae,Orthophasmavirus,RNA-dependent RNA polymerase,Replication-Transcription,Chaoborus americanus,ssRNA(-)
6972,OP382481.1_64_59700_61976,758,250,1.0,23,23.0,100.0,AAN04389.1,336,Poxviridae,Poxviridae,Poxviridae-Phycodnaviridae-Baculoviridae-Mimiviridae-Asfarviridae-Nimaviridae-Alloherpesviridae-Nudiviridae-Hytrosaviridae-Caulimoviridae,Orthopoxvirus,ribonucleotide reductase large subunit,Other-Functions,Homo sapiens,dsDNA
6973,OP382481.1_65_62301_63449,382,521,1.0,5,5.0,100.0,QJQ40211.1,123,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,hypothetical protein,Hypothetical,Homo sapiens,dsDNA
6974,OP382481.1_66_63442_64713,423,465,1.0,7,7.0,100.0,NP_044000.1,139,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,viral core cysteine proteinase,Structural-Envelope,Homo sapiens,dsDNA
6975,OP382481.1_67_64719_66749,676,361,1.0,19,19.0,100.0,BCT22704.1,190,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,RNA-helicase,Replication-Transcription,Homo sapiens,dsDNA
6976,OP382481.1_68_66753_68528,591,614,1.0,15,15.0,100.0,QGN68052.1,90,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,CPXV088 protein,Other-Functions,Homo sapiens,dsDNA
6977,OP382481.1_72_69863_71167,434,461,1.0,7,7.0,100.0,QDJ95070.1,141,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,hypothetical protein,Other-Functions,Homo sapiens,dsDNA
6978,OP382481.1_75_71829_72944,371,979,0.99,4,1.0,25.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
6979,OP382481.1_77_73777_74799,340,897,0.94,2,1.0,50.0,AKS10590.1,39,Nimaviridae,Nimaviridae,Nimaviridae-Caulimoviridae,Whispovirus,hypothetical protein,Other-Functions,Penaeus vannamei,dsDNA
6980,OP382481.1_80_75838_76872,344,917,0.94,3,1.0,33.33,YP_009051991.1,37,Herpesviridae,Orthoherpesviridae,Herpesviridae,Roseolovirus,hypothetical protein,Other-Functions,Homo sapiens,dsDNA
6981,OP382481.1_85_79082_80083,333,979,0.99,2,2.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
6982,OP382481.1_88_81123_84983,1286,321,1.0,50,50.0,100.0,ACN81881.1,227,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,DNA-dependent RNA polymerase subunit rpo147,Replication-Transcription,Homo sapiens,dsDNA
6983,OP382481.1_91_86082_87056,324,978,1.0,2,2.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
6984,OP382481.1_92_87057_89444,795,391,1.0,25,25.0,100.0,YP_009112799.1,175,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,CPXV113 protein,Replication-Transcription,Homo sapiens,dsDNA
6985,OP382481.1_96_91728_94265,845,394,1.0,28,28.0,100.0,AQY17018.1,173,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,mRNA capping enzyme large subunit,Other-Functions,Homo sapiens,dsDNA
6986,OP382481.1_99_96046_98403,785,496,1.0,25,25.0,100.0,YP_008658501.1,130,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,NTPase,Other-Functions,Homo sapiens,dsDNA
6987,OP382481.1_100_98443_100356,637,539,1.0,17,17.0,100.0,YP_009162462.1,117,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,m81R,Replication-Transcription,Homo sapiens,dsDNA
6988,OP382481.1_105_103172_105067,631,500,1.0,17,17.0,100.0,YP_009389359.1,129,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,CPXV128 protein,Replication-Transcription,Homo sapiens,dsDNA
6989,OP382481.1_107_105996_107651,551,483,1.0,13,13.0,100.0,6BEB_A,134,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,CPXV131 protein,Structural-Envelope,Homo sapiens,dsDNA
6990,OP382481.1_111_109067_111001,644,235,1.0,18,18.0,100.0,YP_010085229.1,361,Poxviridae,Poxviridae,Poxviridae,Avipoxvirus,4b core protein,Structural-Envelope,Gallus gallus,dsDNA
6991,OP382481.1_114_112419_113537,372,374,0.91,4,3.0,75.0,YP_010088065.1,181,Fimoviridae,Fimoviridae,Fimoviridae,Emaravirus,RNA-dependent RNA polymerase,Replication-Transcription,Rosa sp.,ssRNA(-)
6992,OP382481.1_115_113561_115693,710,414,1.0,21,21.0,100.0,NP_957860.1,159,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,CPXV139 protein,Other-Functions,Homo sapiens,dsDNA
6993,OP382481.1_118_116909_119584,891,331,1.0,30,30.0,100.0,YP_009268819.1,215,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,CPXV142 protein,Other-Functions,Homo sapiens,dsDNA
6994,OP382481.1_119_119599_120555,318,370,0.97,1,1.0,100.0,YP_009252248.1,184,Herpesviridae,Orthoherpesviridae,Herpesviridae,Varicellovirus,ORF22,Structural-Envelope,Homo sapiens,dsDNA
6995,OP382481.1_123_122179_123312,377,112,1.0,4,4.0,100.0,QEO75949.1,972,Peribunyaviridae,Peribunyaviridae,Peribunyaviridae,Orthobunyavirus,polyprotein,Polyprotein,Homo sapiens,ssRNA(-)
6996,OP382481.1_125_123959_125422,487,378,1.0,10,10.0,100.0,QHW17751.1,180,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,DNA helicase,Replication-Transcription,Homo sapiens,dsDNA
6997,OP382481.1_127_125983_127263,426,562,1.0,7,7.0,100.0,YP_009268831.1,111,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,DNA polymerase processivity factor,Replication-Transcription,Homo sapiens,dsDNA
6998,OP382481.1_129_127776_128924,382,562,0.99,5,5.0,100.0,YP_009268831.1,111,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,DNA polymerase processivity factor,Replication-Transcription,Homo sapiens,dsDNA
6999,OP382481.1_130_128921_132415,1164,377,1.0,44,44.0,100.0,BCT22673.1,180,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,DNA-dependent RNA polymerase subunit rpo132,Replication-Transcription,Homo sapiens,dsDNA
7000,OP382481.1_135_133988_136078,696,337,1.0,20,20.0,100.0,SNB54148.1,207,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,cowpox A-type inclusion protein,Other-Functions,Homo sapiens,dsDNA
7001,OP382481.1_136_136124_137653,509,354,1.0,11,11.0,100.0,SNB57926.1,194,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,cowpox A-type inclusion protein,Other-Functions,Homo sapiens,dsDNA
7002,OP382481.1_139_138478_139395,305,885,0.91,1,1.0,100.0,YP_009362026.1,40,Peribunyaviridae,Peribunyaviridae,Peribunyaviridae,Herbevirus,RNA-dependent RNA polymerase,Replication-Transcription,Culex simpliciforceps,ssRNA(-)
7003,OP382481.1_155_148341_149381,346,486,0.94,3,2.0,66.67,YP_654692.1,133,Iridoviridae,Iridoviridae,Iridoviridae-Ascoviridae,Ranavirus,DNA polymerase,Replication-Transcription,Ambystoma tigrinum,dsDNA
7004,OP382481.1_160_152661_154340,559,402,1.0,13,13.0,100.0,GBG35356.1,167,Poxviridae,Poxviridae,Poxviridae-Baculoviridae-Nimaviridae-Caulimoviridae,Orthopoxvirus,DNA ligase,Other-Functions,Homo sapiens,dsDNA
7005,OP382481.1_161_154381_155385,334,112,0.99,2,1.0,50.0,QEO75949.1,972,Peribunyaviridae,Peribunyaviridae,Peribunyaviridae,Orthobunyavirus,polyprotein,Polyprotein,Homo sapiens,ssRNA(-)
7006,OP382481.1_166_158886_159827,313,748,1.0,1,1.0,100.0,NP_050266.1,59,Herpesviridae,Orthoherpesviridae,Herpesviridae,Roseolovirus,hypothetical protein,Other-Functions,Homo sapiens,dsDNA
7007,OP382481.1_168_161559_163076,505,460,1.0,11,11.0,100.0,SMZ64733.1,141,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,hypothetical protein,DNA-Binding,Homo sapiens,dsDNA
7008,OP382481.1_169_163302_164987,561,555,1.0,14,14.0,100.0,YP_009143489.1,113,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,ankyrin-like protein,Other-Functions,Homo sapiens,dsDNA
7009,OP382481.1_170_165091_166044,317,926,1.0,1,1.0,100.0,ALD83625.1,36,Nairoviridae,Nairoviridae,Nairoviridae,Orthonairovirus,glycoprotein precursor,Glycoprotein,Ixodes uriae,ssRNA(-)
7010,OP382481.1_177_170957_171991,344,295,1.0,3,3.0,100.0,AIE40966.1,256,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,CPXV217 protein-IL-1 convertase,Other-Functions,Homo sapiens,dsDNA
7011,OP382481.1_182_174490_175560,356,978,0.9,3,2.0,66.67,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
7012,OP382481.1_183_175629_177992,787,429,1.0,25,25.0,100.0,YP_009408570.1,151,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,CPXV011 protein,Other-Functions,Homo sapiens,dsDNA
7013,OP382481.1_186_179221_180294,357,295,1.0,3,3.0,100.0,AIE40966.1,256,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,CPXV217 protein-IL-1 convertase,Other-Functions,Homo sapiens,dsDNA
7014,OP382481.1_188_181311_186953,1880,501,1.0,79,79.0,100.0,QGM48758.1,128,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,hypothetical protein,Other-Functions,Homo sapiens,dsDNA
7015,OP382481.1_193_191009_192322,437,635,1.0,7,7.0,100.0,YP_005296211.1,85,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,CPXV017 protein,Other-Functions,Homo sapiens,dsDNA
7016,OP382481.1_194_192567_194324,585,371,0.99,15,15.0,100.0,ADZ29764.1,184,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,ankyrin-like protein,Other-Functions,Homo sapiens,dsDNA
7017,OP382481.1_195_194414_195463,349,112,1.0,3,3.0,100.0,QEO75949.1,972,Peribunyaviridae,Peribunyaviridae,Peribunyaviridae,Orthobunyavirus,polyprotein,Polyprotein,Homo sapiens,ssRNA(-)
7018,LC671775.1_1_36_3854,1272,926,0.96,49,19.0,38.78,ALD83625.1,36,Nairoviridae,Nairoviridae,Nairoviridae,Orthonairovirus,glycoprotein precursor,Glycoprotein,Ixodes uriae,ssRNA(-)
7019,ON645919.1_1_726_7439,2237,393,1.0,97,97.0,100.0,AOS89842.1,174,Closteroviridae,Closteroviridae,Closteroviridae,Ampelovirus,RNA-dependent RNA polymerase,Replication-Transcription,Vitis vinifera,ssRNA(+)
7020,ON645919.1_2_7444_9045,533,393,1.0,12,12.0,100.0,AOS89842.1,174,Closteroviridae,Closteroviridae,Closteroviridae,Ampelovirus,RNA-dependent RNA polymerase,Replication-Transcription,Vitis vinifera,ssRNA(+)
7021,ON645919.1_4_10653_12302,549,141,1.0,13,13.0,100.0,NP_813799.1,738,Closteroviridae,Closteroviridae,Closteroviridae,Ampelovirus,heat shock protein 70-like protein,Other-Functions,Vitis vinifera,ssRNA(+)
7022,ON645919.1_5_12295_13746,483,689,1.0,10,10.0,100.0,QJQ80347.1,71,Closteroviridae,Closteroviridae,Closteroviridae,Ampelovirus,Hsp90-like protein,Other-Functions,Vitis vinifera,ssRNA(+)
7023,ON645919.1_7_14840_16273,477,542,1.0,9,9.0,100.0,AST24354.1,117,Closteroviridae,Closteroviridae,Closteroviridae,Ampelovirus,divergent coat protein,Structural-Envelope,Vitis vinifera,ssRNA(+)
7024,MZ747417.1_1_1_1416,472,39,1.0,9,9.0,100.0,AGW31675.1,3424,Arteriviridae,Arteriviridae,Arteriviridae,Betaarterivirus,nonstructural protein 2,Non-structural,Sus scrofa,ssRNA(+)
7025,MZ747437.1_1_450_7310,2286,39,0.98,100,82.0,82.0,AGW31675.1,3424,Arteriviridae,Arteriviridae,Arteriviridae,Betaarterivirus,nonstructural protein 2,Non-structural,Sus scrofa,ssRNA(+)
7026,MZ747437.1_2_7295_11680,1461,39,1.0,59,59.0,100.0,AGW31675.1,3424,Arteriviridae,Arteriviridae,Arteriviridae,Betaarterivirus,nonstructural protein 2,Non-structural,Sus scrofa,ssRNA(+)
7027,OP030984.1_39_18371_19348,325,785,0.89,2,1.0,50.0,AYV85599.1,52,Mimiviridae,Mimiviridae,Mimiviridae-Phycodnaviridae,Mimivirus,D5-ATPase-helicase,Replication-Transcription,Acanthamoeba castellanii,dsDNA
7028,OP030984.1_42_20637_22349,570,979,0.95,14,6.0,42.86,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
7029,OP030984.1_43_22343_23314,323,978,0.96,2,2.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
7030,OP030984.1_48_25340_26488,382,978,0.92,5,2.0,40.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
7031,OP030984.1_54_28942_33234,1430,979,0.98,57,18.0,31.58,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
7032,OP030984.1_56_34039_34956,305,978,0.98,1,1.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
7033,OP030984.1_64_37789_39276,495,978,0.93,10,8.0,80.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
7034,OP030984.1_67_40706_41659,317,915,1.0,1,1.0,100.0,BCS83225.1,37,Mimiviridae,Mimiviridae,Mimiviridae,Mimivirus,DEAD/SNF2-like helicase,Replication-Transcription,Acanthamoeba castellanii,dsDNA
7035,OP030984.1_69_41819_43258,479,978,0.97,9,8.0,88.89,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
7036,OP030984.1_71_44184_45467,427,979,0.84,7,2.0,28.57,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
7037,OP030984.1_73_45961_48498,845,978,0.96,28,15.0,53.57,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
7038,OP030984.1_74_48500_50221,573,978,0.93,14,9.0,64.29,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
7039,OP030984.1_77_51373_53271,632,978,1.0,17,16.0,94.12,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
7040,OP030984.1_81_54991_57006,671,978,1.0,19,19.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
7041,OP030984.1_84_58526_60313,595,978,0.91,15,6.0,40.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
7042,OP030984.1_86_61083_62306,407,978,0.88,6,6.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
7043,OP030984.1_90_64344_67994,1216,978,0.96,46,35.0,76.09,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
7044,OP030984.1_96_70699_71817,372,978,0.86,4,1.0,25.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
7045,OP030984.1_98_72306_73814,502,978,0.97,11,5.0,45.45,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
7046,OP030984.1_99_73811_75289,492,978,1.0,10,10.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
7047,OP030984.1_100_75286_77793,835,66,0.97,27,11.0,40.74,ASV45868.1,1992,Rhabdoviridae,Rhabdoviridae,Rhabdoviridae,Lyssavirus,polymerase,Replication-Transcription,Canis lupus familiaris,ssRNA(-)
